5,-0.5,0.2,3,0.001066,0.000238,45.654762
5,-0.495,0.2,3,0.030966,0.000021,45.625496
5,-0.49,0.2,3,0.060497,-0.000093,45.555923
5,-0.485,0.2,3,0.089692,-0.000164,45.473564
5,-0.48,0.2,3,0.118577,-0.000229,45.400497
5,-0.475,0.2,3,0.147176,-0.000303,45.350605
5,-0.47,0.2,3,0.175504,-0.000393,45.328667
5,-0.465,0.2,3,0.203566,-0.000497,45.331017
5,-0.46,0.2,3,0.23136,-0.000612,45.347282
5,-0.455,0.2,3,0.258877,-0.000732,45.362671
5,-0.45,0.2,3,0.286104,-0.000853,45.360191
5,-0.445,0.2,3,0.313026,-0.000969,45.322712
5,-0.44,0.2,3,0.339629,-0.001078,45.234318
5,-0.435,0.2,3,0.365899,-0.001178,45.081406
5,-0.43,0.2,3,0.39183,-0.001269,44.853161
5,-0.425,0.2,3,0.417418,-0.00135,44.541679
5,-0.42,0.2,3,0.44267,-0.001422,44.14175
5,-0.415,0.2,3,0.467594,-0.001483,43.65078
5,-0.41,0.2,3,0.492202,-0.001534,43.068291
5,-0.405,0.2,3,0.516507,-0.001574,42.395973
5,-0.4,0.2,3,0.540519,-0.001601,41.637314
5,-0.395,0.2,3,0.564248,-0.001615,40.797882
5,-0.39,0.2,3,0.587695,-0.001615,39.885262
5,-0.385,0.2,3,0.610862,-0.0016,38.909195
5,-0.38,0.2,3,0.633745,-0.001571,37.881393
5,-0.375,0.2,3,0.656341,-0.001528,36.815243
5,-0.37,0.2,3,0.678647,-0.001473,35.725464
5,-0.365,0.2,3,0.700661,-0.001407,34.627224
5,-0.36,0.2,3,0.722385,-0.001334,33.535778
5,-0.355,0.2,3,0.74382,-0.001255,32.465881
5,-0.35,0.2,3,0.764967,-0.001174,31.431377
5,-0.345,0.2,3,0.785829,-0.001094,30.445122
5,-0.34,0.2,3,0.806402,-0.001019,29.518726
5,-0.335,0.2,3,0.826682,-0.00095,28.662369
5,-0.33,0.2,3,0.846671,-0.000891,27.884514
5,-0.325,0.2,3,0.86637,-0.000841,27.191761
5,-0.32,0.2,3,0.885779,-0.000799,26.588375
5,-0.315,0.2,3,0.904894,-0.000764,26.076111
5,-0.31,0.2,3,0.923712,-0.000732,25.654167
5,-0.305,0.2,3,0.942229,-0.000703,25.318958
5,-0.3,0.2,3,0.960445,-0.000675,25.06469
5,-0.295,0.2,3,0.97836,-0.00065,24.883682
5,-0.29,0.2,3,0.995973,-0.000628,24.767204
5,-0.285,0.2,3,1.013282,-0.000609,24.705856
5,-0.28,0.2,3,1.030289,-0.000594,24.689987
5,-0.275,0.2,3,1.046991,-0.000582,24.70993
5,-0.27,0.2,3,1.063391,-0.000571,24.755974
5,-0.265,0.2,3,1.079487,-0.00056,24.818584
5,-0.26,0.2,3,1.09528,-0.00055,24.888783
5,-0.255,0.2,3,1.110766,-0.00054,24.958645
5,-0.25,0.2,3,1.125946,-0.00053,25.022125
5,-0.245,0.2,3,1.14082,-0.000522,25.075256
5,-0.24,0.2,3,1.155386,-0.000515,25.116528
5,-0.235,0.2,3,1.169647,-0.000511,25.146576
5,-0.23,0.2,3,1.183605,-0.00051,25.16753
5,-0.225,0.2,3,1.197263,-0.000513,25.182281
5,-0.22,0.2,3,1.210621,-0.000518,25.193295
5,-0.215,0.2,3,1.223683,-0.000527,25.20224
5,-0.21,0.2,3,1.236449,-0.000537,25.209568
5,-0.205,0.2,3,1.248921,-0.00055,25.214798
5,-0.2,0.2,3,1.261096,-0.000564,25.217091
5,-0.195,0.2,3,1.272975,-0.000579,25.215549
5,-0.19,0.2,3,1.284555,-0.000595,25.209641
5,-0.185,0.2,3,1.295836,-0.000611,25.199032
5,-0.18,0.2,3,1.306814,-0.000626,25.18354
5,-0.175,0.2,3,1.317486,-0.000642,25.163052
5,-0.17,0.2,3,1.327851,-0.000656,25.137661
5,-0.165,0.2,3,1.337906,-0.000669,25.107677
5,-0.16,0.2,3,1.347651,-0.000681,25.074284
5,-0.155,0.2,3,1.357081,-0.00069,25.039223
5,-0.15,0.2,3,1.366199,-0.000696,25.005024
5,-0.145,0.2,3,1.375006,-0.0007,24.974354
5,-0.14,0.2,3,1.383503,-0.0007,24.949593
5,-0.135,0.2,3,1.391693,-0.000697,24.932137
5,-0.13,0.2,3,1.399577,-0.00069,24.922367
5,-0.125,0.2,3,1.407161,-0.00068,24.919605
